4.5099642E-7	0.13420114	0.99406755	
3.3838203E-6	1.0069094	0.0013637614	
3.018861E-4	2.8408662E-4	1.010288	
4.135673E-4	1.5476124E-5	1.0086317	
0.003191848	0.3394121	0.95978856	
0.0064959764	0.6907637	0.7360672	
0.00843237	0.5927736	0.8196303	
0.010878076	0.12982905	1.0011215	
0.013848403	0.60593253	0.8077765	
0.023740888	0.98194283	0.20833376	
0.029438704	0.7369475	0.6851615	
0.03539094	0.8130755	0.5956872	
0.04556527	1.0030555	0.09474878	
0.05928088	0.7124249	0.7051783	
0.062344763	0.8004006	0.6052095	
0.071698084	0.67969364	0.7339197	
0.07344645	0.87657815	0.48161772	
0.07811865	1.0029106	0.016818466	
0.080292575	0.989722	0.15276095	
0.08147703	0.97242254	0.2526033	
0.08813119	0.9423471	0.33691072	
0.09557962	0.9638447	0.32215825	
0.107909024	0.67536014	0.74070203	
0.11129875	0.055360947	0.99698776	
0.115051605	0.99691117	0.120060004	
0.12919277	0.2317206	0.9751786	
0.13418864	0.7462652	0.6647528	
0.13910648	0.79571074	0.5989277	
0.14274232	0.4917357	0.864069	
0.15049835	0.86541796	0.48648944	
0.1620863	0.9945328	0.009924894	
0.16963507	0.38981596	0.91794175	
0.17405362	0.8999895	0.41138074	
0.17756473	0.8495994	0.50964683	
0.17802775	0.044515513	0.9862794	
0.18258104	0.6222094	0.76770043	
0.18318024	0.8731518	0.4655576	
0.19093874	0.1482902	0.9778685	
0.19474205	0.92826253	0.34353855	
0.20108119	0.42205545	0.88982415	
0.20478459	0.97613156	0.11016997	
0.21127883	0.7498003	0.6403127	
0.22313963	0.5826701	0.78529096	
0.23053572	0.07547763	0.9811756	
0.23301102	0.16079728	0.9659826	
0.2398332	0.526873	0.82147163	
0.24452695	0.77912664	0.5870438	
0.24803685	0.9460899	0.2711892	
0.251599	0.2798765	0.9370974	
0.2531729	0.8943245	0.3870034	
0.25885656	0.9555705	0.23191234	
0.2658774	0.91592604	0.31022382	
0.2692244	0.7543224	0.6112841	
0.27334157	0.9577929	0.12345417	
0.28721333	0.7907894	0.55159795	
0.2890946	0.53568476	0.80011165	
0.2903731	0.437543	0.8581222	
0.29273355	0.32191432	0.9100568	
0.2934063	0.17772934	0.9445665	
0.2956683	0.9475799	0.16343549	
0.29909366	0.68819916	0.6702218	
0.30515972	0.41386515	0.8673324	
0.31274834	0.19369589	0.93630743	
0.31765595	0.9125493	0.26745847	
0.3301466	0.92079395	0.23588075	
0.33484405	0.9140591	0.24797705	
0.33750367	0.61628395	0.7239656	
0.34624282	0.8882241	0.33074364	
0.35109323	0.9487547	0.08086971	
0.35693443	0.9377418	0.044108268	
0.36095488	0.16953245	0.9253296	
0.3610043	0.8271161	0.4425586	
0.36528203	0.2463955	0.9034895	
0.3727628	0.45884567	0.8175578	
0.37999418	0.2233732	0.90383714	
0.38576785	0.80806196	0.45570096	
0.38898727	0.2555336	0.88936347	
0.39004543	0.23657933	0.898312	
0.39665115	0.86886626	0.32904747	
0.40157127	0.7460528	0.54823476	
0.41187167	0.8421602	0.38274968	
0.42334586	0.2250106	0.8832256	
0.42738652	0.908221	0.07822806	
0.43297166	0.37161493	0.8276968	
0.4361136	0.7599927	0.49236256	
0.44084647	0.81687707	0.38948578	
0.44645324	0.8798475	0.20278637	
0.450059	0.5092977	0.74525094	
0.45705914	0.39653584	0.8064535	
0.4613629	0.28573802	0.8443009	
0.46927437	0.45137185	0.7708658	
0.4699427	0.863992	0.21464658	
0.47342247	0.7856891	0.40699384	
0.47766197	0.7197556	0.51309675	
0.4791722	0.7269944	0.4987103	
0.48100752	0.8798849	0.033273622	
0.48427236	0.037519332	0.8770817	
0.48957235	0.24283446	0.8421866	
0.49438456	0.6435374	0.60251135	
0.49676356	0.13592887	0.86252695	
0.50084263	0.77370644	0.398005	
0.508421	0.8566816	0.1163904	
0.5110031	0.52603424	0.69826454	
0.5138671	0.673477	0.5364721	
0.5150044	0.06677255	0.86639273	
0.5155074	0.76913047	0.39417836	
0.5230065	0.80794543	0.29177114	
0.53194106	0.08696724	0.8474571	
0.5389753	0.5633383	0.6408427	
0.54121137	0.6610808	0.53243464	
0.54870707	0.50269485	0.6842481	
0.55433416	0.7621646	0.36644968	
0.5641805	0.14384383	0.82620806	
0.56953895	0.036767364	0.8304791	
0.5742456	0.8271505	0.069129206	
0.57461834	0.6390406	0.52216184	
0.5996847	0.6601858	0.46293053	
0.6016335	0.28003302	0.76193976	
0.6089578	0.6675185	0.4356067	
0.61106634	0.25169063	0.75562835	
0.6157522	0.1525454	0.7802129	
0.621773	0.7020543	0.35740852	
0.62336224	0.042869594	0.7901718	
0.62847316	0.7800034	0.07345145	
0.63702124	0.4031334	0.6609228	
0.6423547	0.66486734	0.40121412	
0.64385957	0.6240885	0.47051287	
0.6486388	0.4744783	0.60634357	
0.6564274	0.44385883	0.62141	
0.6620152	0.6416866	0.42136562	
0.6683632	0.028119585	0.7594216	
0.66941047	0.74350834	0.101657085	
0.67596763	0.48054186	0.56725913	
0.6847977	0.33966887	0.6510585	
0.69228756	0.7305841	0.028480614	
0.6932368	0.08202933	0.72574407	
0.6944741	0.7197724	0.13909747	
0.6992036	0.20810217	0.6945911	
0.7020835	0.12711596	0.7154445	
0.70364195	0.37515345	0.6171237	
0.7180685	0.49475613	0.50653243	
0.72472125	0.5601006	0.42644787	
0.72752255	0.2615911	0.6455122	
0.73426306	0.521306	0.44785574	
0.73536	0.62959325	0.26841578	
0.7376439	0.11794657	0.6798435	
0.7413203	0.36780632	0.5693507	
0.7427826	0.65268517	0.17781144	
0.7514385	0.45577976	0.5046058	
0.75883186	0.09838584	0.6578001	
0.76152664	0.6630402	0.04952375	
0.7658465	0.18464407	0.6280635	
0.76770025	0.60128725	0.27015203	
0.77280885	0.2693966	0.5803452	
0.77558255	0.58138347	0.25902125	
0.7880046	0.023133392	0.6180632	
0.79188526	0.6150377	6.5784066E-6	
0.7919513	0.385208	0.49065912	
0.7950216	0.0088670375	0.62176067	
0.80635285	0.5753436	0.17712489	
0.81033003	0.54826653	0.22414432	
0.8119736	0.29740137	0.52658355	
0.81332135	0.26628223	0.5292233	
0.81886005	0.15903676	0.5609845	
0.8207857	0.5578747	0.14190987	
0.8241236	0.33289167	0.47907993	
0.83221835	0.5653034	0.0630125	
0.83756673	0.4675009	0.29538354	
0.8421202	0.4096103	0.35775122	
0.8435509	0.5317121	0.15897535	
0.85265946	0.53826517	0.02014993	
0.85560465	0.43122467	0.3134212	
0.8662066	0.31145692	0.43006465	
0.8663276	0.43535745	0.26468566	
0.8729811	0.49149165	0.035992578	
0.87493175	0.44605002	0.20425284	
0.88122445	0.4639666	0.14343962	
0.88574547	0.4557048	0.1694985	
0.89000267	0.32674715	0.3477961	
0.8951012	0.44538644	0.099353455	
0.90897626	0.3514439	0.2456048	
0.9215286	0.20632948	0.36593217	
0.927267	0.22617535	0.31757066	
0.930768	0.027324485	0.372377	
0.93434995	0.37741584	0.020520581	
0.9345508	0.35347468	0.1224435	
0.9345579	0.21182811	0.29830664	
0.94285434	0.0939683	0.3344151	
0.94545937	0.28784588	0.18615578	
0.95086086	0.34827158	0.016529622	
0.95598364	0.11311964	0.304098	
0.960281	0.30361673	0.090696685	
0.9666452	0.24630332	0.13512008	
0.9668702	0.24107777	0.110069536	
0.97182393	0.23992056	0.073400915	
0.97522724	0.014712717	0.2528389	
0.97921604	0.22160572	0.061291873	
0.98700625	0.049858406	0.18614803	
0.99613625	0.08961191	0.085090876	
1.0014287	0.006809015	6.4360985E-4	
