1.1051471E-5	0.99683434	
5.4622296E-4	0.97675025	
0.0020852096	0.9543483	
0.0031430896	0.9437994	
0.0074367756	0.91218317	
0.010242647	0.8957092	
0.0135808205	0.87802064	
0.017310422	0.8596283	
0.018658113	0.85323274	
0.022793291	0.8341971	
0.030085482	0.80231667	
0.03307681	0.7897319	
0.036949843	0.7740207	
0.03974241	0.7631181	
0.043958038	0.7473257	
0.047585905	0.7345473	
0.05307342	0.71694237	
0.058740634	0.70122355	
0.069053575	0.6803128	
0.08300014	0.669801	
0.18270534	0.66712683	
0.18861844	0.63182855	
0.19143243	0.61349666	
0.19268303	0.6050709	
0.19674425	0.5766647	
0.19753002	0.5709625	
0.20017587	0.5516213	
0.2028514	0.53158605	
0.20593056	0.50819707	
0.20748717	0.4962557	
0.20935072	0.4819447	
0.21226877	0.45957562	
0.2138396	0.44762233	
0.21754234	0.41980934	
0.22047056	0.39837685	
0.22060533	0.39740062	
0.2240674	0.37304315	
0.22789459	0.34761584	
0.229854	0.3353544	
0.23253034	0.31952423	
0.23820452	0.29001215	
0.24326953	0.26904193	
0.25452262	0.24366634	
0.25763515	0.2422999	
0.40938228	0.24136743	
0.4119179	0.2076486	
0.4134	0.18821706	
0.41534868	0.16302662	
0.41717356	0.13993469	
0.4188072	0.11966177	
0.41980752	0.10747762	
0.42105612	0.092563115	
0.42237082	0.077217355	
0.42413646	0.057202093	
0.425711	0.03997698	
0.4278243	0.017901855	
0.430176	-0.0051878677	
0.43195403	-0.021513814	
0.43445802	-0.042719387	
0.43681574	-0.06068399	
0.43986237	-0.080866225	
0.444349	-0.103848636	
0.44645908	-0.11176415	
0.45391363	-0.12410992	
0.61843115	-0.12470424	
0.6196871	-0.14642009	
0.6209391	-0.16752346	
0.6221733	-0.18787621	
0.6223412	-0.19059284	
0.6238077	-0.21397008	
0.62452954	-0.2252106	
0.62592506	-0.24631025	
0.6273362	-0.2668852	
0.62892044	-0.288928	
0.6296437	-0.2986275	
0.6324068	-0.33337873	
0.63431877	-0.35523215	
0.6347541	-0.3599421	
0.6383149	-0.39464653	
0.6408261	-0.41480967	
0.6440612	-0.43533272	
0.6525542	-0.45816886	
0.8233726	-0.45900074	
0.8239925	-0.4715532	
0.82469934	-0.48566282	
0.82541937	-0.49973604	
0.8266602	-0.5233313	
0.82760596	-0.5407425	
0.8284343	-0.5555498	
0.8297842	-0.5788266	
0.83182454	-0.61182547	
0.832777	-0.62630814	
0.8341921	-0.64668536	
0.83541745	-0.66318816	
0.83611614	-0.67214227	
0.83729035	-0.68636966	
0.83941704	-0.70955753	
0.8430409	-0.74105805	
0.84462386	-0.75156474	
0.85171485	-0.7732701	
