0.00030275,0.89,7.1,0.9,0.73,78,80,0.00018775,32
0.000482,0.85,16,0.95,0.73,100,84,1e-006,2
0.0033214,0.89,1.4,0.96,0.73,78,80,2.6e-006,96
0.00012617,0.98,12,1,0.67,78,82,2.277e-005,89
0.000107,0.87,1.9,0.95,0.73,89,62,5.833e-005,93
0.00010757,0.8,1.7,0.81,0.67,78,82,1.821e-005,61
0.000255,0.98,1.3,0.99,0.67,100,82,4.08e-005,4
0.00013671,0.76,2.8,0.76,0.6,89,69,1.157e-005,8
0.00010262,0.91,15.3,0.97,0.67,78,82,9.3e-007,91
9.337e-005,0.96,13.5,0.99,0.67,89,58,4.166e-005,93
0.000133,0.86,7.7,0.95,0.73,78,84,1.067e-005,9
0.00022148,0.9,10.9,0.97,0.53,89,66,3.726e-005,6
0.000114,0.86,16.1,0.86,0.73,89,84,6.7e-005,8
0.00026983,0.85,4.5,0.86,0.53,89,66,7.496e-005,6
0.00013407,0.84,12.2,0.85,0.6,89,69,8.21e-006,4
6.75e-005,0.86,6,0.86,0.73,78,80,1.5e-006,95
0.00013157,0.8,2.3,0.8,0.53,67,76,6.5e-006,10
0.0002132,0.88,1.6,0.96,0.73,100,84,7.8e-006,36
0.00136,0.83,10.4,0.84,0.83,89,91,3e-006,3
0.000108,0.86,0.7,0.95,0.73,78,80,3.3e-007,90
5e-005,0.72,13.3,0.72,0.73,78,84,4e-006,7
0.0010695,0.71,3,0.72,0.83,89,91,0.000744,36
0.000132,0.83,14.3,0.84,0.73,78,84,1.6e-005,63
0.00026509,0.94,10.2,0.94,0.73,89,62,4.818e-005,11
0.00012417,0.94,2.1,0.98,0.73,100,80,3.084e-005,37
0.00040821,0.56,5,0.58,0.73,78,80,0.00012146,89
0.000259,0.97,1.2,0.99,0.58,100,75,7.2e-006,32
0.000408,0.83,15.2,0.84,0.83,89,91,3e-006,6
0.000173,0.46,3.8,0.47,0.78,89,89,4.83e-006,93
0.00032048,0.86,1.2,0.86,0.53,89,66,0.00012518,10
0.00012831,0.91,12.4,0.97,0.67,78,82,2.08e-005,91
0.00014967,0.89,1.1,0.96,0.73,78,80,1.3e-005,8
0.0006722,0.91,7.9,0.97,0.73,100,84,9.2e-006,36
5.958e-005,0.77,8.8,0.78,0.67,100,77,3.95e-006,3
0.000499,0.83,19.7,0.84,0.83,89,91,3.1e-005,5
0.001334,1,8.3,1,0.73,100,80,8.9e-005,32
0.00022975,0.86,10.1,0.95,0.73,89,84,8.775e-005,90
0.00026683,0.36,0.9,0.37,0.6,89,69,1.591e-005,7
4.943e-005,0.42,10.6,0.43,0.73,78,62,6e-006,89
6.496e-005,0.18,4.3,0.18,0.6,78,79,5.15e-006,1
0.00010675,0.9,16.2,0.96,0.73,78,80,2.413e-005,93
0.0005805,0.72,4.4,0.72,0.67,89,72,1.9e-005,40
0.000205,0.73,1.4,0.74,0.58,78,80,1.2e-005,7
0.0002945,0.87,14.5,0.95,0.73,89,62,6.6e-005,39
0.00011325,0.88,1.7,0.96,0.53,78,66,4.325e-005,41
6.891e-005,0.19,4.4,0.2,0.6,78,79,5.91e-006,2
0.00018467,0.73,2.7,0.74,0.73,89,80,4.084e-005,93
0.00013125,0.7,4.8,0.7,0.73,89,84,3.63e-006,10
0.0001425,0.93,4.4,0.98,0.73,78,84,2.675e-005,95
0.00014177,0.56,7.5,0.56,0.67,78,77,8.831e-005,86
0.00026909,0.85,3.9,0.85,0.53,89,66,8.492e-005,2
0.000227,0.88,21.2,0.96,0.73,100,84,2.3e-005,34
0.00051125,0.77,4.7,0.78,0.73,89,84,0.00026925,91
0.000173,0.67,0.5,0.68,0.73,100,80,1.67e-006,92
0.000645,0.86,8,0.86,0.73,89,80,8.65e-005,64
0.00030012,0.9,7.9,0.97,0.67,78,82,1.488e-005,63
0.001035,0.71,8.4,0.72,0.73,78,88,6e-006,11
0.0005152,0.86,9.2,0.95,0.73,100,84,8.8e-006,37
0.0004305,0.4,3.3,0.4,0.73,67,84,1.325e-005,61
0.00020533,0.9,3.5,0.97,0.6,100,74,4.833e-005,28
0.0002625,0.92,6.9,0.97,0.6,100,74,8.35e-005,5
0.000451,0.23,1.8,0.24,0.42,78,74,0.0003341,7
0.000207,0.86,13.5,0.86,0.73,89,84,7.85e-005,5
0.000115,0.72,12.9,0.72,0.83,89,91,4.5e-006,7
0.000184,1,12.1,1,0.8,78,87,1e-006,9
0.00011933,0.86,1.2,0.95,0.73,78,84,1.66e-006,6
0.00016667,0.75,1.2,0.75,0.67,78,77,7.84e-006,38
0.0002415,0.78,7.7,0.79,0.67,89,72,7.15e-005,10
0.0003018,0.98,1.2,1,0.73,100,84,8.2e-006,31
0.0003006,1,1.4,1,0.67,100,82,4.26e-005,1
0.0002276,0.86,14.5,0.95,0.73,100,84,1.06e-005,39
0.00061767,0.88,7.1,0.96,0.73,100,84,1.367e-005,11
0.00015133,0.97,6.9,0.99,0.73,78,84,8.66e-006,6
0.000115,0.83,22.3,0.84,0.83,89,91,4e-006,5
4.25e-005,0.72,13.1,0.72,0.73,78,84,3.5e-006,8
0.000179,0.85,1.1,0.95,0.6,100,74,4.7e-005,76
0.00017929,0.87,2.6,0.95,0.6,89,69,2.6e-005,40
0.0036102,0.96,1.4,0.99,0.67,100,77,6.4e-006,97
0.000123,0.96,14.6,0.99,0.83,89,91,6.85e-005,6
0.0001985,0.72,15.1,0.72,0.83,89,91,6e-006,4
0.0002654,0.99,1.5,1,0.67,100,82,3.52e-005,11
0.00013033,0.63,7.8,0.63,0.73,78,84,1.466e-005,65
0.0001,0.94,36.3,0.98,0.73,100,84,1e-006,1
0.000196,0.69,9.7,0.7,0.73,78,80,4.475e-005,94
4.727e-005,0.61,20.3,0.62,0.67,78,82,2e-006,3
0.00043133,0.85,9.4,0.95,0.67,78,72,6.66e-006,8
4.3e-005,0.47,3.6,0.47,0.8,100,83,5.17e-006,95
0.0002156,0.91,15.9,0.97,0.73,100,84,5.4e-006,37
0.000271,0.63,2.7,0.64,0.67,89,72,0.000152,84
0.0002155,0.95,3.6,0.95,0.78,50,89,1.5e-005,11
0.000107,0.83,31.3,0.84,0.73,100,84,3e-006,7
0.000122,0.9,3.9,0.97,0.73,78,80,1e-006,94
0.00030775,0.71,2.1,0.71,0.73,78,84,2.37e-006,4
0.0004985,0.91,4.8,0.91,0.6,89,82,3.117e-005,7
0.00028374,0.86,3.3,0.87,0.53,89,66,9.678e-005,5
0.00013694,0.26,3.1,0.26,0.67,78,82,4.44e-006,64
0.00021,0.89,15.7,0.96,0.73,100,84,5.8e-006,38
9.18e-005,0.97,24.7,0.99,0.73,78,84,8.8e-006,10
0.0013147,0.78,3.5,0.79,0.73,78,84,3.075e-005,5
0.00033471,0.43,4.4,0.43,0.73,89,75,1.485e-005,1
0.00014608,0.57,10.2,0.59,0.53,89,71,5.293e-005,88
0.00026692,0.72,1.4,0.72,0.8,100,83,2.34e-006,2
0.0003054,0.93,12.2,0.98,0.73,100,84,7.8e-006,42
0.0025613,0.87,1.2,0.96,0.67,78,72,2.8e-005,40
0.0003885,0.73,2,0.73,0.58,100,72,1e-006,97
0.00023933,0.88,9,0.96,0.83,78,91,7e-006,7
0.000154,0.9,23.9,0.97,0.73,78,80,9e-006,9
0.00029738,0.71,1.9,0.72,0.73,89,75,6.38e-006,66
0.00054287,0.26,4.4,0.26,0.53,100,66,3.294e-005,32
8.333e-005,0.39,1.7,0.4,0.8,78,78,1e-006,63
0.00033225,0.78,5.9,0.78,0.73,89,88,0.00014025,92
0.00023922,0.85,7.7,0.86,0.53,89,66,5.322e-005,12
0.00040162,0.86,8.1,0.95,0.6,78,74,7.7e-007,61
0.000114,0.86,17.9,0.86,0.73,89,84,3e-006,8
0.0003204,0.89,12.3,0.96,0.73,100,84,9.2e-006,35
0.000223,0.91,3.9,0.97,0.73,100,84,3.34e-005,4
0.002123,1,8.8,1,0.73,100,84,4e-006,2
0.0002406,0.86,1.2,0.95,0.73,100,84,1.1e-005,37
0.00053275,0.78,5.5,0.78,0.67,89,72,2.6e-005,7
0.0002903,0.86,4.4,0.86,0.53,89,66,9.747e-005,4
0.0002332,0.97,2.1,0.99,0.73,100,84,7.4e-006,32
0.0001096,0.99,19.3,1,0.73,78,62,1e-006,94
0.0010215,0.65,3.1,0.65,0.73,89,75,4.83e-006,66
0.000197,0.95,0.8,0.98,0.58,100,75,6e-006,35
0.000333,0.83,14.9,0.84,0.83,89,93,6e-006,7
0.00049643,0.48,0.8,0.48,0.67,89,72,0.00033886,90
0.00023905,0.97,8.8,0.99,0.67,78,77,3.738e-005,3
0.0024403,0.71,1.1,0.72,0.67,78,77,0.0018833,6
0.000203,0.57,1.2,0.59,0.67,89,72,0.0001105,83
0.000261,0.36,0.9,0.37,0.6,89,69,1.367e-005,12
0.00014856,0.99,2.3,1,0.73,89,75,9.867e-005,9
0.00031125,0.56,7,0.56,0.83,89,91,7e-006,24
0.000115,0.83,22.8,0.84,0.73,100,84,4e-006,11
0.00018,0.95,14.6,0.99,0.73,100,84,2.35e-005,88
0.0042075,0.92,1.1,0.92,0.8,89,83,0.0038813,11
0.00013671,0.9,3.8,0.97,0.6,78,74,5.23e-006,93
0.0002935,0.7,2.5,0.7,0.73,89,80,1.35e-005,95
0.00016225,0.78,9.1,0.78,0.73,89,84,7.25e-006,93
0.00068942,0.34,1.1,0.34,0.67,89,72,0.00023675,87
0.00012,0.87,24.2,0.95,0.67,89,82,2e-006,7
0.0004905,0.89,4.1,0.96,0.73,100,80,4.5e-006,9
0.001041,0.83,12.8,0.84,0.73,89,75,5e-006,11
0.0003355,0.78,3.6,0.79,0.73,78,80,8.1e-005,8
0.0003832,0.98,2.1,1,0.73,100,84,6.2e-006,39
0.00051,1,13.9,1,0.73,100,80,1e-006,3
0.00031607,0.32,1,0.32,0.6,89,69,0.000225,94
0.0002705,0.95,19.1,0.98,0.78,89,89,4.5e-006,2
0.00046462,0.4,3.6,0.4,0.78,78,89,1.612e-005,6
0.0002504,0.93,2,0.98,0.5,100,72,4.54e-005,6
0.00041183,0.85,0.4,0.86,0.53,89,66,0.00014296,10
0.000171,0.83,18.6,0.84,0.8,78,87,5e-006,5
0.000115,0.96,28,0.99,0.73,100,84,1e-006,8
0.000389,0.84,1,0.84,0.67,89,82,0.000289,10
0.00072482,0.99,4.7,1,0.6,89,69,1.353e-005,5
0.0001045,0.85,15.6,0.95,0.73,89,62,4.65e-005,92
0.000292,0.83,16.6,0.84,0.58,89,80,5e-006,4
0.0001445,0.96,22.3,0.99,0.67,78,72,1.95e-005,6
0.0001936,0.67,3.4,0.67,0.73,89,84,2.34e-005,40
0.0014235,0.47,2.2,0.47,0.78,89,89,0.0001625,7
4.25e-005,0.72,13.2,0.72,0.73,78,84,2e-006,12
0.0005705,0.99,8.3,0.99,0.67,100,83,0.000484,3
0.00050071,0.92,2.2,0.93,0.67,89,58,0.00023385,86
0.000136,0.83,21.4,0.84,0.83,78,91,6e-006,11
0.000324,0.86,23.1,0.95,0.73,100,80,2.1e-005,2
0.0013162,0.75,1.2,0.75,0.73,78,84,8.1e-005,12
0.00028465,0.86,3.1,0.86,0.53,89,66,9.622e-005,2
0.003484,0.87,5.8,0.96,0.73,100,84,4e-006,41
0.000119,0.61,2.9,0.62,0.53,67,71,5e-006,6
0.00011375,1,1,1,0.73,78,84,6.75e-006,38
6.38e-005,0.99,18.1,1,0.73,78,84,1.8e-006,95
0.00018,0.83,13.5,0.84,0.73,78,84,7e-006,9
0.001296,0.86,6.9,0.86,0.73,78,80,1e-006,5
0.000352,0.98,21.5,1,0.58,89,75,1e-006,7
0.000125,1,17.4,1,0.67,78,82,2e-006,39
0.001987,0.56,1.9,0.57,0.6,89,79,7.73e-006,89
0.000724,0.85,13.1,0.95,0.5,89,72,2e-006,8
0.0005855,0.97,1,0.99,0.6,100,74,1.95e-005,77
0.00047,0.99,0.5,1,0.6,100,79,1.4e-005,9
0.000227,0.92,0.9,0.97,0.58,100,75,8e-006,34
0.00025235,0.85,5.3,0.86,0.53,89,66,5.396e-005,6
0.00055179,0.8,1.8,0.81,0.53,67,76,6.93e-006,8
5.8e-005,0.95,16,0.98,0.73,78,80,1e-006,5
0.000718,0.86,3.3,0.87,0.67,78,82,5.45e-005,2
6.725e-005,0.56,15.5,0.56,0.78,89,89,4e-006,10
0.00013014,0.88,20.5,0.96,0.8,78,83,1.928e-005,1
0.0002046,0.96,1.9,0.99,0.58,100,75,7.8e-006,33
0.000339,0.87,11.7,0.95,0.67,78,72,4.8e-005,3
0.0003058,0.88,13.5,0.96,0.58,100,75,6e-006,33
5.6e-005,0.97,9,0.99,0.73,78,84,1e-006,35
0.0001,0.99,19.8,1,0.73,100,84,3.05e-005,2
0.0007898,0.98,2.2,0.95,0.73,89,62,0.0005932,4
0.00032467,0.97,4.1,0.98,0.8,78,87,7.767e-005,42
0.00014967,0.86,11.2,0.95,0.73,100,84,8.2e-005,3
0.000417,0.86,6.5,0.86,0.73,100,84,0.00023,5
6.005e-005,0.77,9.1,0.77,0.67,100,77,4.1e-006,11
0.00014333,0.88,15.7,0.88,0.73,100,80,8.66e-006,61
0.00050179,0.28,4.8,0.28,0.73,67,80,8.836e-005,40
0.00027452,0.86,4.3,0.86,0.53,89,66,8.73e-005,11
0.000116,0.89,12.9,0.89,0.67,78,72,1.5e-006,7
0.00066711,0.38,2.1,0.38,0.73,89,75,8.2e-005,39
0.000163,0.91,33.2,0.97,0.73,100,84,1e-006,6
0.0001465,0.9,17.6,0.97,0.73,100,80,3e-006,8
0.000127,0.9,23.1,0.96,0.67,100,83,9e-006,10
0.00013408,0.97,15.4,0.99,0.73,100,84,1.016e-005,20
0.0005975,0.98,3.7,1,0.6,100,74,4.35e-005,66
0.00018233,1,11.6,1,0.73,100,84,6.333e-005,91
0.00012167,0.99,9.6,1,0.73,100,84,6.7e-007,65
0.0002192,0.85,0.9,0.95,0.58,100,75,7.6e-006,36
0.000175,0.92,4.3,0.97,0.73,78,84,1.3e-005,2
0.00013567,0.93,2.4,0.98,0.58,67,75,2.184e-005,5
0.000334,0.92,1.5,0.97,0.67,100,82,3.88e-005,11
5.15e-005,1,1.8,1,0.73,78,80,2e-006,32
0.0002072,0.85,1.1,0.95,0.73,100,84,7e-006,36
0.0044808,0.52,1,0.53,0.5,78,66,0.0016524,8
0.000154,0.71,14.4,0.72,0.73,89,80,5.5e-006,5
0.00012392,0.97,15.6,0.99,0.73,100,80,1.55e-005,1
0.0006691,0.56,1.3,0.57,0.6,89,69,3.2e-006,64
0.000243,0.98,25.6,1,0.73,100,84,1e-006,6
0.00012667,0.94,9.5,0.98,0.73,100,84,6.7e-007,94
0.0001145,0.95,14.2,0.99,0.67,78,77,6e-007,93
6.54e-005,0.92,6.8,0.92,0.67,100,77,8.25e-006,3
0.000196,0.88,9.8,0.96,0.73,78,84,3.7e-005,8
0.00014895,0.89,10.8,0.96,0.67,100,77,6.73e-006,10
0.00016663,0.99,9.6,1,0.67,100,82,3.355e-005,58
0.0003068,0.9,12.7,0.97,0.73,100,84,9e-006,35
0.0002236,1,0.7,1,0.73,100,84,6e-006,37
0.00022979,0.89,7.4,0.89,0.67,100,77,4.132e-005,2
0.000219,0.56,10.4,0.56,0.6,78,69,6.7e-005,40
0.00023667,0.63,6.4,0.63,0.53,89,66,8.67e-006,67
0.00046,0.56,2.6,0.57,0.6,78,79,0.0001075,9
0.0002488,0.88,1.1,0.96,0.67,100,82,4.24e-005,8
0.0002206,0.9,1.3,0.96,0.73,100,84,9.2e-006,37
0.0002424,0.89,1.1,0.96,0.73,100,84,7.6e-006,34
0.0002575,1,3.4,1,0.73,78,84,1e-006,35
0.00017,0.85,3.1,0.95,0.6,100,79,4.825e-005,87
8.714e-005,0.87,20.5,0.95,0.67,89,58,7.1e-007,41
0.000219,0.99,16.4,0.99,0.8,100,83,1e-006,2
0.000122,0.86,14.5,0.86,0.67,78,82,3e-006,4
0.0002286,1,14.1,1,0.73,100,84,9.8e-006,36
0.00018775,0.64,8.1,0.65,0.73,78,75,6.3e-005,86
0.00018474,0.62,7.9,0.62,0.67,67,77,1.93e-005,10
0.0011047,0.47,3.1,0.47,0.83,89,91,2.984e-005,1
0.000276,0.88,1.6,0.96,0.67,100,82,3.28e-005,4
0.0003163,0.84,2,0.85,0.53,89,66,0.00012013,12
6.325e-005,0.98,25.6,1,0.67,78,66,1.025e-005,30
0.0001405,0.97,18,0.99,0.73,78,84,5e-005,40
0.0001675,0.86,16.1,0.86,0.73,78,84,2e-006,91
0.00028722,0.86,5.5,0.86,0.53,89,66,7.757e-005,7
0.000244,0.86,26.7,0.95,0.83,100,91,2e-006,9
0.0011383,0.88,4.7,0.88,0.73,100,80,0.00040233,11
0.000154,0.98,14,0.99,0.73,100,80,3e-006,4
0.001226,0.91,6.3,0.97,0.73,100,84,3e-006,12
5.55e-005,0.81,19.1,0.82,0.73,100,80,4.75e-006,3
0.00028722,0.85,3.5,0.86,0.53,89,66,0.00010105,5
0.000283,0.83,20.3,0.84,0.73,89,75,1.3e-005,4
0.0008258,0.9,5.9,0.91,0.6,78,69,0.0001232,6
0.00033558,0.65,8.9,0.66,0.73,78,80,3.75e-006,11
0.000224,0.78,3.9,0.79,0.73,78,84,1.75e-006,96
0.000581,0.83,15.6,0.84,0.5,89,66,0.000116,2
0.00013075,0.56,10.8,0.56,0.83,78,91,3.5e-006,4
0.000203,0.72,22.1,0.72,0.83,89,91,3e-006,58
0.00027243,0.85,1.9,0.86,0.53,89,66,6.939e-005,7
0.00033352,0.86,3,0.86,0.53,89,66,0.00011126,11
0.000121,0.91,7.9,0.97,0.73,78,84,1e-005,12
0.000102,0.9,18.6,0.97,0.73,78,80,1e-006,92
0.00033019,0.92,8.6,0.97,0.67,100,77,1.713e-005,64
7.79e-005,0.91,17.1,0.97,0.73,78,62,2.057e-005,36
0.000111,0.98,0.8,1,0.67,100,77,2.7e-005,93
0.00021462,0.32,2.3,0.32,0.53,78,66,5.739e-005,3
0.0004636,0.91,2,0.91,0.73,100,84,9.84e-005,41
0.000854,0.96,14.7,0.99,0.73,100,84,1e-006,87
0.0005405,0.72,3.7,0.72,0.67,89,72,3.5e-005,90
0.000905,0.96,1.6,0.99,0.73,78,84,3e-006,4
0.0001588,0.87,5.8,0.96,0.73,78,80,3.08e-005,6
0.00010975,0.7,11.4,0.7,0.73,78,80,6.125e-005,96
0.000664,0.83,11.4,0.84,0.53,89,66,2e-006,6
0.001529,0.72,5.3,0.72,0.83,89,91,6e-006,8
9.525e-005,0.99,16.3,1,0.73,78,80,1e-006,35
0.00014683,0.85,2.1,0.95,0.83,89,91,9.558e-005,7
0.00038271,0.27,5.7,0.28,0.73,89,80,6.292e-005,36
0.00032233,0.99,9,1,0.73,89,62,1.866e-005,8
0.000599,0.85,10.3,0.95,0.73,78,84,2e-006,35
0.0002354,0.87,1.4,0.95,0.73,100,84,1e-005,41
0.0028362,0.79,2.4,0.79,0.73,67,84,7.875e-005,7
0.000202,0.98,9.7,0.99,0.8,78,87,4.3e-005,94
7.175e-005,0.59,1.2,0.6,0.67,100,77,4.5e-006,38
0.000312,0.88,3,0.96,0.73,100,84,4.7e-005,11
0.0002484,0.98,1.4,0.99,0.58,100,75,1.02e-005,37
0.00029883,0.46,7.7,0.46,0.83,89,91,0.000114,91
0.00047491,0.91,5.8,0.97,0.6,78,74,0.00016287,86
0.000142,0.39,6.3,0.4,0.73,89,84,6.12e-006,88
0.0002625,0.89,5.3,0.96,0.73,100,80,1.8e-005,60
0.000443,0.98,10.1,1,0.58,100,75,5.8e-006,39
0.00025508,0.12,8.1,0.13,0.53,78,71,6.34e-006,62
0.0002458,0.89,1.2,0.96,0.73,100,84,7.4e-006,34
0.0004095,0.86,1.7,0.87,0.58,100,69,0.0001735,91
0.00173,0.72,2,0.72,0.67,89,72,0.0002455,9
0.0002359,0.61,4,0.61,0.73,67,84,8.69e-005,88
0.000293,0.99,27.8,1,0.73,100,80,1.3e-005,5
0.00037225,0.66,4.7,0.66,0.8,89,83,7.783e-005,8
0.0001045,0.86,23.5,0.86,0.73,89,80,2e-006,5
0.00030537,0.87,8,0.87,0.67,100,77,9.095e-005,7
0.0001385,0.86,21.4,0.86,0.73,89,84,2e-006,94
0.000227,0.97,15.7,0.99,0.8,100,87,3e-006,2
0.000189,0.83,26.5,0.84,0.83,89,91,6e-006,10
0.000126,0.83,31.4,0.84,0.83,89,91,3e-006,67
8.055e-005,0.94,13.6,0.94,0.6,89,54,2.619e-005,92
0.000211,0.86,14.3,0.95,0.73,100,84,8.6e-006,41
0.0002204,0.85,15.6,0.95,0.58,100,75,5.8e-006,39
0.000305,0.86,21.7,0.95,0.73,100,84,1e-006,4
0.001235,0.88,3.6,0.96,0.42,89,62,1.017e-005,10
0.000238,0.87,3.8,0.96,0.8,89,65,1.17e-006,64
0.000195,0.89,0.8,0.96,0.73,100,84,6.4e-006,42
0.000115,0.98,17.9,1,0.73,100,83,2e-006,9
0.0004472,0.9,4.2,0.91,0.73,78,84,1.62e-005,2
0.0003674,0.85,4.4,0.95,0.73,100,84,6e-006,35
0.0007865,0.67,4.8,0.67,0.5,89,66,0.000133,7
0.000289,0.86,0.4,0.87,0.8,100,87,1e-006,2
0.0002202,0.93,14.2,0.98,0.73,100,84,9e-006,34
0.00012775,0.94,4.1,0.98,0.73,100,84,1.25e-006,91
0.000231,0.83,19.6,0.84,0.83,89,91,8e-006,35
0.00062025,0.91,8.5,0.97,0.78,78,89,1.375e-005,8
0.00015825,0.93,13.9,0.98,0.73,78,84,1.987e-005,95
0.00044543,0.96,8.8,0.99,0.8,78,83,6.14e-006,91
0.0012551,0.97,2.2,0.97,0.6,78,74,0.00052388,10
0.000541,1,21.6,1,0.83,89,91,1.6e-005,60
0.00026633,0.85,1.1,0.95,0.67,78,85,1.144e-005,7
0.000151,0.83,24,0.84,0.78,89,89,1.5e-005,64
0.0001154,0.97,10.1,0.99,0.67,78,77,5.936e-005,59
0.0018327,0.89,3.3,0.96,0.67,100,77,4e-006,10
0.00029567,0.73,4,0.74,0.73,89,80,0.00015217,95
0.000345,0.72,10.3,0.72,0.83,89,93,2e-006,12
0.0002226,0.85,1,0.95,0.58,100,75,8.4e-006,33
0.00013527,0.81,1.5,0.81,0.6,67,79,2.87e-006,11
0.0001575,0.86,16.4,0.86,0.73,89,84,1.5e-006,32
